2020/06/19, 1042
2020/07/24, 578
2020/07/31, 358
2020/08/14, 343
2020/08/28, 492
2020/09/04, 92
2020/09/11, 643
2020/09/18, 488
2020/10/02, 125
2020/10/09, 968
2020/10/16, 27
2020/10/23, 109
2020/06/26, -0
2020/07/17, -0
2020/08/07, -0
2020/08/21, -0
2020/09/25, -0
2020/10/30, -0
