2020/06/19, -258
2020/07/24, -49
2020/07/31, -120
2020/08/14, -47
2020/08/28, -361
2020/09/04, -83
2020/09/11, -602
2020/09/18, -15
2020/10/02, -252
2020/10/09, -1166
2020/10/16, -124
2020/10/23, -13
2020/06/26, -0
2020/07/17, -0
2020/08/07, -0
2020/08/21, -0
2020/09/25, -0
2020/10/30, -0
